ID	Population	Taxon	HWe	HW	IFW1	IFW2	HL1	HL2	ScL	EL	Om	WL	PL	PPL	GL	HFL	PrW	hw1	hw2	hw3	CI	FLI	SI	notch	EI	FLD	CEI
serico256	PAR	PAR	0.9	0.9	0.608	0.224	0.88	0.8	0.7	0.126	8	1.2	0.28	0.18	0.775	0.992	0.512	0.8	0.95	0.6	102.27	67.56	77.78	0.08	14	0.38	8.89
serico257	PAR	PAR	0.72	0.72	0.464	0.16	0.7	0.66	0.54	0.108	7	0.925	0.16	0.144	0.64	0.725	0.46	0.64	0.74	0.58	102.86	64.44	75	0.04	15	0.3	5.56
serico258	PAR	PAR	0.8	0.8	0.512	0.192	0.78	0.72	0.58	0.125	8	0.975	0.24	0.18	0.725	0.775	0.496	0.725	0.875	0.55	102.56	64	72.5	0.06	15.63	0.32	7.5
serico259	PAR	PAR	0.8	0.8	0.528	0.192	0.76	0.72	0.54	0.126	8	0.95	0.2	0.144	0.682	0.8	0.48	0.74	0.82	0.56	105.26	66	67.5	0.04	15.75	0.34	5
serico260	PAR	PAR	0.875	0.875	0.608	0.256	0.86	0.8	0.6	0.15	8	1.125	0.224	0.176	0.868	0.875	0.6	0.825	0.925	0.6	101.74	69.49	68.57	0.06	17.14	0.35	6.86
serico261	PAR	PAR	0.82	0.82	0.56	0.208	0.78	0.72	0.575	0.125	7	1.023	0.192	0.16	0.713	0.8	0.56	0.72	0.88	0.52	105.13	68.29	70.12	0.06	15.24	0.35	7.32
serico262	PAR	PAR	0.744	0.744	0.52	0.2	0.74	0.66	0.527	0.136	8	0.95	0.25	0.175	0.7	0.74	0.464	0.68	0.78	0.5	100.54	69.89	70.83	0.08	18.28	0.32	10.75
serico263	PAR	PAR	0.66	0.66	0.45	0.15	0.62	0.58	0.48	0.105	6	0.736	0.176	0.16	0.6	0.656	0.464	0.6	0.675	0.475	106.45	68.18	72.73	0.04	15.91	0.3	6.06
serico264	PAR	PAR	0.75	0.75	0.496	0.16	0.72	0.68	0.52	0.128	7	0.975	0.24	0.175	0.651	0.72	0.5	0.675	0.8	0.475	104.17	66.13	69.33	0.04	17.07	0.34	5.33
serico265	PAR	PAR	0.72	0.72	0.48	0.176	0.688	0.64	0.5	0.117	8	0.9	0.26	0.18	0.672	0.72	0.48	0.66	0.76	0.48	104.65	66.67	69.44	0.05	16.25	0.3	6.67
serico266	PAR	PAR	0.875	0.875	0.608	0.224	0.88	0.784	0.62	0.128	8	1.085	0.22	0.16	0.8	0.9	0.528	0.8	0.95	0.58	99.43	69.49	70.86	0.1	14.63	0.38	10.97
serico267	PAR	PAR	0.86	0.86	0.592	0.224	0.85	0.775	0.6	0.144	8	1.085	0.22	0.16	0.82	0.912	0.528	0.8	0.94	0.58	101.18	68.84	69.77	0.08	16.74	0.37	8.72
serico268	PAR	PAR	0.88	0.9	0.608	0.2078	0.85	0.775	0.625	0.136	8	1.2	0.25	0.175	0.825	0.864	0.6	0.8	0.96	0.64	103.53	69.09	71.02	0.08	15.45	0.4	8.52
serico269	MAY_2	MAY	1.4	1.4	0.868	0.372	1.36	1.24	0.96	0.224	12	1.85	0.325	0.25	1.197	1.64	1.05	1.5	1.65	0.875	102.94	62	68.57	0.12	16	0.5	8.57
serico270	MAY_2	MAY	1.52	1.56	0.925	NA	NA	NA	0.92	NA	NA	1.85	0.36	0.3	1.32	1.64	1.12	1.5	1.7	NA	NA	60.86	60.53	NA	NA	NA	NA
serico271	MAY_2	MAY	1.55	1.55	0.975	0.3	NA	NA	1	0.198	12	1.96	0.341	0.31	1.32	1.68	1.15	1.6	1.75	1.05	NA	62.9	64.52	NA	12.77	0.68	NA
serico272	MAY_2	MAY	1.4	1.44	0.9	0.375	1.3	1.15	0.961	0.2	11	1.84	0.341	0.279	1.14	1.55	1.08	1.48	1.64	1.08	107.69	64.29	68.64	0.15	14.29	0.53	10.71
serico273	MAY_2	MAY	1.45	1.5	0.875	0.3	1.271	1.147	0.93	0.18	11	1.72	0.341	0.279	1.15	1.5	1.04	1.4	1.56	NA	114.08	60.34	64.14	0.12	12.41	0.58	8.55
serico274	MAY_2	MAY	1.4	1.4	0.875	0.35	1.3	1.15	0.92	0.18	11	1.85	0.372	0.279	1.209	1.56	1.04	1.44	1.56	1.04	107.69	62.5	65.71	0.15	12.86	0.53	10.71
serico275	MAY_2	MAY	1.4	1.45	0.9	0.375	1.271	1.178	0.899	0.176	11	1.88	0.35	0.279	1.25	1.6	1.04	1.4	1.6	1	110.15	64.29	64.21	0.09	12.57	0.53	6.64
serico276	MAY_2	MAY	1.52	1.56	0.94	0.35	1.4	1.24	0.961	0.21	12	1.85	0.32	0.28	1.302	1.68	1.08	1.56	1.68	1.025	108.57	61.84	63.22	0.16	13.82	0.59	10.53
serico277	MAY_2	MAY	1.35	1.4	0.875	0.35	1.24	1.116	0.899	0.18	12	1.65	0.325	0.275	1.16	1.5	1	1.36	1.48	0.96	108.87	64.81	66.59	0.12	13.33	0.53	9.19
serico278	MAY	MAY	1.2	1.2	0.8	0.3	1.116	0.967	0.837	0.162	11	1.581	0.341	0.24	1.15	1.302	0.837	1.24	1.32	0.868	107.53	66.67	69.75	0.15	13.5	0.5	12.42
serico279	MAY	MAY	1.25	1.25	0.768	0.304	1.1	0.975	0.825	0.162	10	1.56	0.32	0.25	1.075	1.302	0.806	1.15	1.275	0.8	113.64	61.44	66	0.13	12.96	0.46	10
serico280	MAY	MAY	1.209	1.209	0.825	0.3	1.116	0.961	0.8	0.171	10	NA	NA	0.248	1.054	1.325	NA	1.15	1.325	0.9	108.33	68.24	66.17	0.16	14.14	0.53	12.82
serico281	MAY	MAY	1.085	1.085	0.72	0.28	1.023	0.961	0.744	0.153	11	1.5	0.31	0.217	0.961	1.24	0.75	1.023	1.178	0.84	106.06	66.36	68.57	0.06	14.1	0.44	5.71
serico282	MAY	MAY	1.25	1.25	0.8	0.28	1.116	0.961	0.775	0.18	12	1.426	0.372	0.217	1.071	1.271	0.837	1.28	1.32	0.82	112.01	64	62	0.16	14.4	0.52	12.4
serico283	MAY	MAY	1.24	1.24	0.82	0.3	1.178	1.054	0.806	0.171	11	1.643	0.279	0.217	1.2	1.364	0.925	1.24	1.333	0.92	105.26	66.13	65	0.12	13.79	0.52	10
serico284	MAY	MAY	1.364	1.364	0.84	0.336	1.271	1.178	0.961	0.18	12	1.8	0.45	0.25	1.178	1.6	1	1.364	1.457	0.992	107.32	61.58	70.45	0.09	13.2	0.5	6.82
serico285	MAY	MAY	1.48	1.48	0.88	0.32	1.36	1.24	0.93	0.189	12	1.9	0.44	0.28	1.28	1.6	1.04	1.44	1.52	0.992	108.82	59.46	62.84	0.12	12.77	0.56	8.11
serico286	MAY	MAY	1.48	1.52	0.9	0.32	1.36	1.24	0.992	0.18	11	1.88	0.465	0.279	1.24	1.55	1.054	1.48	1.6	1.04	108.82	60.81	67.03	0.12	12.16	0.58	8.11
serico287	MAY	MAY	1.426	1.457	0.925	0.35	1.4	1.28	1.08	0.189	12	1.95	0.45	0.35	1.25	1.6	1.05	1.457	1.55	1.023	101.86	64.87	75.74	0.12	13.25	0.58	8.42
serico288	MAY	MAY	1.48	NA	0.95	0.375	NA	NA	0.992	0.198	13	1.953	0.434	0.28	1.36	1.674	1.147	1.6	1.68	NA	NA	64.19	67.03	NA	13.38	0.58	NA
serico289	MAY	MAY	1.48	1.52	0.912	0.35	1.44	1.28	1	0.216	12	2.195	0.434	0.325	1.26	1.64	0.992	1.28	1.6	1.075	102.78	61.62	67.57	0.16	14.59	0.56	10.81
serico290	MAY	MAY	1.333	1.364	0.868	NA	NA	NA	0.93	0.18	10	1.767	0.372	0.279	1.35	1.519	1.023	1.333	1.591	NA	NA	65.12	69.77	NA	13.5	NA	NA
serico291	MAY	MAY	1.364	1.395	0.86	0.341	NA	NA	0.925	0.18	11	1.95	NA	0.248	1.32	1.474	0.975	1.35	1.45	NA	NA	63.05	67.82	NA	13.2	NA	NA
serico292	MAY	MAY	1.395	1.426	0.925	0.35	1.333	1.209	0.992	NA	NA	1.84	0.4	0.32	1.24	1.581	1.05	1.44	1.6	1.05	104.65	66.31	71.11	0.12	NA	0.58	8.89
serico293	MAY_1	MAY	1.36	1.4	0.88	0.36	1.271	1.116	0.961	0.198	11	1.75	0.35	0.28	1.25	1.5	1	1.34	1.52	1	107	64.71	70.66	0.16	14.56	0.52	11.4
serico294	MAY_1	MAY	1.36	1.4	0.875	0.3	1.25	1.125	0.825	0.198	12	NA	0.375	0.225	1.24	1.5	0.93	1.28	1.48	1	108.8	64.34	60.66	0.13	14.56	0.58	9.19
serico295	MAY_1	MAY	1.302	1.364	0.875	0.3	1.28	1.12	0.88	0.207	12	1.56	0.372	0.279	1.2	1.457	0.93	1.302	1.52	0.96	101.72	67.2	67.59	0.16	15.9	0.58	12.29
serico296	MAY_4	MAY	1.175	1.175	0.7	0.28	1.12	1	0.806	0.162	10	1.52	0.248	0.26	0.92	1.24	0.8	1.16	1.24	0.84	104.91	59.57	68.6	0.12	13.79	0.42	10.21
serico297	MAY_4	MAY	1.35	1.4	0.84	0.35	1.28	1.12	0.9	0.21	11	1.68	0.375	0.2	1.16	1.52	0.95	1.36	1.52	0.96	105.47	62.22	66.67	0.16	15.56	0.49	11.85
serico298	MAY_4	MAY	1.4	1.4	0.837	0.325	1.28	1.12	0.899	0.192	10	1.72	0.36	0.248	1.2	1.5	0.93	1.36	1.52	0.92	109.38	59.79	64.21	0.16	13.71	0.51	11.43
serico299	MAY_4	MAY	1.4	1.44	0.92	0.375	1.271	1.116	0.899	0.21	11	1.701	0.4	0.28	1.2	1.52	0.96	1.44	1.56	0.92	110.15	65.71	64.21	0.16	15	0.55	11.07
serico300	MAY_4	MAY	1.4	1.4	0.88	0.325	1.28	1.12	0.925	0.18	11	1.643	0.31	0.248	1.12	1.5	0.96	1.36	1.52	1	109.38	62.86	66.07	0.16	12.86	0.56	11.43
serico301	MAY_4	MAY	1.25	1.25	0.744	0.3	1.147	1.023	0.806	0.171	11	1.52	0.275	0.25	1.04	1.275	0.8	1.14	1.36	0.84	108.98	59.52	64.48	0.12	13.68	0.44	9.92
serico302	MAY_4	MAY	1.209	1.24	0.8	0.3	1.15	1.025	0.837	0.192	11	1.575	0.248	0.248	1.04	1.375	0.78	1.2	1.32	0.8	105.13	66.17	69.23	0.13	15.88	0.5	10.34
serico303	MAY_4	MAY	1.4	1.44	0.9	0.3	1.271	1.116	0.96	0.189	12	1.76	0.275	0.3	1.12	1.457	0.96	1.44	1.56	0.96	110.15	64.29	68.57	0.16	13.5	0.6	11.07
serico304	MAY_4	MAY	1.36	1.4	0.84	0.325	1.24	1.085	0.899	0.162	12	1.72	0.3	0.275	1.125	1.457	0.96	1.4	1.52	0.96	109.68	61.76	66.1	0.16	11.91	0.52	11.4
serico305	MAY_4	MAY	1.209	1.24	0.8	0.336	1.16	1.04	0.88	0.162	11	1.519	0.3	0.26	1.04	1.28	0.825	1.2	1.3	0.9	104.22	66.17	72.79	0.12	13.4	0.46	9.93
serico306	MAY_4	MAY	1.56	1.6	0.93	0.341	1.5	1.3	1.023	0.24	13	2	0.4	0.31	1.4	1.7	1.16	1.6	1.72	1.12	104	59.62	65.58	0.2	15.38	0.59	12.82
serico307	MAY_4	MAY	1.56	1.6	0.94	0.36	1.44	1.28	1	0.224	12	1.95	0.372	0.31	1.35	1.643	1.023	1.6	1.76	1.08	108.33	60.26	64.1	0.16	14.36	0.58	10.26
serico308	MAY_4	MAY	1.333	1.364	0.837	0.31	1.24	1.085	0.96	0.21	11	1.72	0.36	0.28	1.12	1.475	1	1.32	1.44	0.96	107.5	62.79	72.02	0.16	15.75	0.53	11.63
serico309	MAY_4	MAY	1.28	1.32	0.78	0.3	1.16	1.04	0.806	0.171	11	1.55	0.35	0.25	1	1.375	0.8	1.2	1.36	0.92	110.34	60.94	62.97	0.12	13.36	0.48	9.37
serico310	MAY_4	MAY	1.35	1.35	0.85	0.3	1.178	1.054	0.92	0.18	11	1.7	0.36	0.26	1.08	1.457	0.875	1.35	1.44	0.88	114.6	62.96	68.15	0.12	13.33	0.55	9.19
serico311	MAY_4	MAY	1.35	1.35	0.85	0.3	1.178	1.054	0.899	0.189	11	1.52	0.35	0.3	1.05	1.425	0.837	1.28	1.44	0.88	114.6	62.96	66.59	0.12	14	0.55	9.19
serico312	MAY_4	MAY	1.45	1.45	0.925	0.325	1.4	1.2	1	0.208	11	1.75	0.4	0.28	1.24	1.519	0.961	1.52	1.64	1.04	103.57	63.79	68.97	0.2	14.34	0.6	13.79
serico313	MAY_4	MAY	1.402	1.44	0.868	0.341	1.36	1.2	0.93	0.224	11	1.7	0.325	0.26	1.15	1.56	0.925	1.302	1.519	0.899	103.09	66.67	71.43	0.16	17.2	0.53	12.29
serico314	MAY_4	MAY	1.6	1.638	0.992	0.31	1.5	1.2	1	0.207	12	1.95	0.425	0.3	1.386	1.7	1.15	1.68	1.8	1.08	106.67	62	62.5	0.3	12.94	0.68	18.75
serico315	MAY_4	MAY	1.32	1.36	0.85	0.275	1.28	1.12	0.95	0.203	10	1.64	0.3	0.279	1.16	1.44	0.868	1.36	1.48	0.88	103.13	64.39	71.97	0.16	15.38	0.58	12.12
serico316	MAY_4	MAY	1.333	1.364	0.9	0.275	1.271	1.147	0.93	0.189	12	1.64	0.32	0.28	1.116	1.525	0.93	1.4	1.56	0.96	104.88	67.52	69.77	0.12	14.18	0.63	9.3
serico317	MAY_4	MAY	1.4	1.44	0.899	0.35	1.35	1.2	0.95	0.18	12	1.72	0.36	0.24	1.24	1.56	0.95	1.44	1.6	1.04	103.7	64.21	67.86	0.15	12.86	0.55	10.71
serico318	MAY_2	MAY	1.35	1.35	0.84	0.32	1.28	1.16	0.96	0.208	12	1.75	0.3	0.26	1.2	1.52	0.925	1.28	1.48	0.93	105.47	62.22	71.11	0.12	15.41	0.52	8.89
serico319	MAY_2	MAY	1.4	1.4	0.85	0.325	1.24	1.116	0.96	0.189	10	1.75	0.375	0.279	1.2	1.58	1.025	1.36	1.52	1	112.9	60.71	68.57	0.12	13.5	0.53	8.86
serico320	MAY_2	MAY	1.28	1.32	0.825	0.325	1.2	1.12	0.837	0.171	10	1.575	0.372	0.26	1.1	1.425	0.837	1.28	1.36	0.88	106.67	64.45	65.39	0.08	13.36	0.5	6.25
serico321	MAY_2	MAY	1.302	1.333	0.806	0.35	1.209	1.116	0.899	0.171	10	1.643	0.31	0.25	1.2	1.48	0.868	1.36	1.44	0.93	107.69	61.9	69.05	0.09	13.13	0.46	7.14
serico322	MAY_2	MAY	1.32	1.32	0.825	0.32	1.147	1.085	0.9	0.171	11	1.65	0.3	0.275	1.15	1.395	0.92	1.28	1.4	0.899	115.08	62.5	68.18	0.06	12.95	0.51	4.7
serico323	MAY_2	MAY	1.5	1.5	1	0.375	1.333	1.178	0.96	0.189	10	1.75	0.4	0.32	1.3	1.55	0.992	1.52	1.64	1.12	112.53	66.67	64	0.16	12.6	0.63	10.33
serico324	MAY_2	MAY	1.52	1.52	0.975	0.375	1.364	1.209	0.96	0.189	11	1.88	0.35	0.325	1.302	1.64	1.054	1.48	1.68	1.08	111.44	64.14	63.16	0.16	12.43	0.6	10.2
serico325	MAY_2	MAY	1.44	1.48	0.925	0.34	1.333	1.178	0.961	0.162	10	1.84	0.35	0.31	1.209	1.6	1.02	1.44	1.6	0.992	108.03	64.24	66.74	0.16	11.25	0.59	10.76
serico326	MAY_2	MAY	1.52	1.56	0.96	0.34	1.4	1.24	0.992	0.198	11	1.95	0.4	0.341	1.3	1.612	1.16	1.52	1.72	1.12	108.57	63.16	65.26	0.16	13.03	0.62	10.53
serico327	MAY_2	MAY	1.56	1.56	0.975	0.36	1.44	1.28	1	0.224	11	1.89	0.403	0.3	1.3	1.643	1.085	1.52	1.42	1.12	108.33	62.5	64.1	0.16	14.36	0.62	10.26
serico328	MAY_2	MAY	1.6	1.64	1	0.36	1.52	1.36	1.08	0.216	12	2	0.425	0.325	1.422	1.674	1.2	1.6	1.8	1.12	105.26	62.5	67.5	0.16	13.5	0.64	10
serico329	MAY_2	MAY	1.55	1.6	1	0.375	1.48	1.32	1.05	0.207	12	1.92	0.4	0.3	1.4	1.64	1.16	1.52	1.76	1	104.73	64.52	67.74	0.16	13.35	0.63	10.32
serico330	MAY_2	MAY	1.364	1.426	0.9	0.36	1.24	1.116	0.93	0.2	11	1.736	0.279	0.24	1.197	1.6	0.93	1.4	1.56	1	110	65.98	68.18	0.12	14.66	0.54	9.09
serico331	MAY_2	MAY	1.426	1.488	0.94	0.36	1.302	1.147	1	0.189	12	1.8	0.375	0.248	1.35	1.575	1.075	1.4	1.56	1	109.52	65.92	70.13	0.16	13.25	0.58	10.87
serico332	MAY_2	MAY	1.364	1.426	0.875	0.375	1.271	1.147	0.899	0.217	11	1.76	0.341	0.279	1.2	1.575	0.992	1.36	1.56	1	107.32	64.15	65.91	0.12	15.91	0.5	9.09
serico333	MAY_2	MAY	1.178	1.178	0.72	0.28	1.085	0.961	0.84	0.184	10	1.488	0.279	0.248	0.992	1.4	0.837	1.175	1.32	0.88	108.57	61.12	71.31	0.12	15.62	0.44	10.53
serico334	MAY_2	MAY	1.52	1.56	0.975	0.375	1.364	1.24	0.961	0.232	12	1.92	0.36	0.32	1.323	1.6	1.1	1.48	1.68	1.04	111.44	64.14	63.22	0.12	15.26	0.6	8.16
serico335	MAY_2	MAY	1.36	1.4	0.875	0.3	1.271	1.116	0.93	0.18	11	1.8	0.341	0.31	1.25	1.519	1.04	1.4	1.56	0.96	107	64.34	68.38	0.16	13.24	0.58	11.4
serico336	MAY_2	MAY	1.364	1.395	0.837	0.325	1.271	1.178	1	0.231	11	1.84	0.403	0.32	1.2	1.55	1.08	1.4	1.56	0.961	107.32	61.36	73.31	0.09	16.94	0.51	6.82
serico337	MAY_2	MAY	1.4	1.425	0.88	0.38	1.271	1.116	0.96	0.231	12	1.75	0.4	0.3	1.197	1.6	1.023	1.44	1.52	1	110.15	62.86	68.57	0.16	16.5	0.5	11.07
serico338	MAY_2	MAY	1.32	1.36	0.806	0.372	1.209	1.085	0.93	0.2	12	1.64	0.32	0.28	1.134	1.52	0.96	1.36	1.44	0.88	109.18	61.06	70.45	0.12	15.15	0.43	9.39
serico339	MAY_2	MAY	1.24	1.271	0.8	0.38	1.147	1.054	0.88	0.171	10	1.56	0.31	0.248	1.085	1.4	0.92	1.2	1.4	0.88	108.11	64.52	70.97	0.09	13.79	0.42	7.5
serico340	MAY_2	MAY	1.3	1.32	0.8	0.325	1.147	1.023	0.899	0.175	11	1.519	0.279	0.248	1.1	1.44	0.88	1.2	1.4	0.92	113.34	61.54	69.15	0.12	13.46	0.48	9.54
serico341	MAY_2	MAY	1.55	1.6	0.92	0.4	1.44	1.24	1	0.207	13	1.95	0.45	0.3	1.35	1.612	1.08	1.52	1.72	1.04	107.64	59.35	64.52	0.2	13.35	0.52	12.9
serico342	MAY_2	MAY	1.56	1.56	0.95	0.35	1.364	1.24	1	0.231	12	1.95	0.375	0.31	1.36	1.6	1.054	1.52	1.68	1.08	114.37	60.9	64.1	0.12	14.81	0.6	7.95
serico343	MAY_1	MAY	1.4	1.44	0.9	0.325	1.302	1.147	0.925	0.238	12	1.72	0.375	0.275	1.3	1.52	1.04	1.4	1.56	1	107.53	64.29	66.07	0.16	17	0.58	11.07
serico344	MAY_1	MAY	1.44	1.48	0.9	0.35	1.333	1.178	0.925	0.252	13	1.8	0.35	0.3	1.3	1.488	1.08	1.44	1.56	1.04	108.03	62.5	64.24	0.16	17.5	0.55	10.76
serico345	MAY_1	MAY	1.178	1.178	0.784	0.272	1.16	0.961	0.775	0.2	11	1.488	0.279	0.217	1.08	1.28	0.8	1.085	1.24	0.837	101.55	66.55	65.79	0.2	16.98	0.51	16.89
serico346	MAY	MAY	1.251	1.275	0.78	0.3	1.125	1.05	0.868	0.192	12	1.612	0.34	0.248	1.1	1.395	0.925	1.24	1.34	0.9	111.2	62.35	69.38	0.08	15.35	0.48	6
serico347	MAY	MAY	1.28	1.32	0.768	0.304	1.125	1.025	0.868	0.192	11	1.271	0.36	0.22	1.12	1.52	0.899	1.178	1.364	0.837	113.78	60	67.81	0.1	15	0.46	7.81
serico348	MAY	MAY	1.333	1.364	0.88	0.336	1.24	1.085	0.9	0.192	11	1.643	0.45	0.248	1.2	1.457	0.93	1.4	1.52	0.875	107.5	66.02	67.52	0.16	14.4	0.54	11.63
serico349	MAY	MAY	1.275	1.275	0.784	0.3	1.15	1.05	0.88	0.176	10	1.581	0.325	0.24	1.12	1.4	0.9	1.209	1.364	0.868	110.87	61.49	69.02	0.1	13.8	0.48	7.84
serico350	MAY	MAY	1.302	1.302	0.88	0.32	1.24	1.116	0.868	0.192	11	1.674	0.34	0.24	1.15	1.52	0.899	1.24	1.426	0.837	105	67.59	66.67	0.12	14.75	0.56	9.52
serico351	MAY	MAY	1.125	1.15	0.72	0.24	1.05	0.925	0.78	0.162	10	1.45	0.325	0.225	1.023	1.25	0.8	1.1	1.25	0.75	107.14	64	69.33	0.13	14.4	0.48	11.11
serico352	MAY_2	MAY	1.56	1.6	0.96	0.35	1.4	1.25	1.04	0.216	13	1.95	0.4	0.325	1.3	1.643	1.16	1.6	1.72	1.08	111.43	61.54	66.67	0.15	13.85	0.61	9.62
serico353	MAY_2	MAY	1.52	1.56	0.95	0.4	1.4	1.28	0.992	0.216	12	1.96	0.4	0.32	1.323	1.68	1.085	1.55	1.72	1.04	108.57	62.5	65.26	0.12	14.21	0.55	7.89
serico354	MAY_2	MAY	1.45	1.5	0.94	0.36	1.302	1.178	0.95	0.208	11	1.88	0.4	0.304	1.25	1.64	1.023	1.4	1.64	1.08	111.37	64.83	65.52	0.12	14.34	0.58	8.55
serico355	MAY_2	MAY	1.302	1.333	0.816	0.352	1.209	1.116	0.925	0.18	10	1.68	0.375	0.275	1.1	1.457	0.868	1.209	1.395	0.93	107.69	62.67	71.04	0.09	13.82	0.46	7.14
serico356	MAY_3	MAY	1.3	1.35	0.825	0.35	1.178	1.054	0.899	0.198	12	1.581	0.36	0.26	1.16	1.425	0.92	1.24	1.4	0.88	110.36	63.46	69.15	0.12	15.23	0.48	9.54
serico357	MAY_3	MAY	1.178	1.178	0.704	0.288	1.054	0.961	0.825	0.217	11	1.48	0.279	0.217	1.1	1.271	0.8	1.2	1.28	0.84	111.76	59.76	70.03	0.09	18.42	0.42	7.89
serico358	MAY_3	MAY	1.333	1.302	0.86	0.32	1.24	1.116	0.925	0.198	12	1.8	0.38	0.28	1.3	1.5	0.92	1.36	1.48	0.95	107.5	64.52	69.39	0.12	14.85	0.54	9.3
serico359	MAY_3	MAY	1.225	1.25	0.78	0.3	1.15	1.025	0.84	0.203	10	1.52	0.3	0.25	1.05	1.35	0.806	1.24	1.28	0.92	106.52	63.67	68.57	0.13	16.57	0.48	10.2
serico360	MAY_3	MAY	1.116	1.147	0.7	0.3	1.075	0.975	0.8	0.192	11	1.426	0.279	0.24	0.961	1.209	0.775	1.16	1.24	0.76	103.81	62.72	71.68	0.1	17.2	0.4	8.96
serico361	MAY_3	MAY	1.2	1.178	0.74	0.256	1.085	0.992	0.806	0.18	12	1.48	0.26	0.22	1.12	1.3	0.78	1.2	1.24	0.806	110.6	61.67	67.17	0.09	15	0.48	7.75
serico362	MAY_3	MAY	1.364	1.364	0.825	0.3	1.271	1.116	0.93	0.224	12	1.8	0.45	0.3	1.323	1.519	1	1.4	1.52	1.04	107.32	60.48	68.18	0.16	16.42	0.53	11.36
serico363	MAY_3	MAY	1.147	1.147	0.74	0.3	1.054	0.93	0.875	0.192	12	1.426	0.279	0.217	1.08	1.302	0.78	1.2	1.28	0.84	108.82	64.52	76.29	0.12	16.74	0.44	10.81
serico364	MAY_3	MAY	1.147	1.147	0.736	0.256	1.085	0.961	0.8	0.176	11	1.488	0.31	0.22	1.1	1.36	0.775	1.116	1.24	0.868	105.71	64.17	69.75	0.12	15.34	0.48	10.81
serico365	MAY_3	MAY	1.24	1.28	0.775	0.275	1.147	1.023	0.837	0.192	11	1.581	0.35	0.225	1.147	1.44	0.84	1.209	1.333	0.868	108.11	62.5	67.5	0.12	15.48	0.5	10
serico366	MAY_3	MAY	1.054	1.054	0.66	0.26	1.025	0.925	0.775	0.153	10	1.302	0.24	0.22	0.92	1.147	0.7	1.04	1.12	0.76	102.83	62.62	73.53	0.1	14.52	0.4	9.49
serico367	MAY_3	MAY	1.1	1.12	0.72	0.26	1.05	0.95	0.775	0.162	11	1.4	0.3	0.176	1.04	1.24	0.682	1.08	1.18	0.74	104.76	65.45	70.45	0.1	14.73	0.46	9.09
serico368	MAY_3	MAY	1.209	1.178	0.8	0.28	1.175	1.05	0.837	0.21	11	1.519	0.275	0.25	1.08	1.364	0.88	1.2	1.32	0.88	102.89	66.17	69.23	0.13	17.37	0.52	10.34
serico369	MAY_3	MAY	1.085	1.085	0.72	0.24	1.075	1	0.825	0.168	10	1.4	0.36	0.22	1	1.28	0.76	1.12	1.2	0.8	100.93	66.36	76.04	0.08	15.48	0.48	6.91
serico370	MAY_3	MAY	1.28	1.32	0.78	0.3	1.178	1.023	0.868	0.18	10	1.575	0.4	0.32	1.185	1.44	0.9	1.28	1.4	0.96	108.66	60.94	67.81	0.16	14.06	0.48	12.11
serico371	MAY_3	MAY	1.209	1.209	0.725	0.3	1.15	1	0.806	0.171	10	1.519	0.279	0.248	1.16	1.32	0.8	1.2	1.32	0.88	105.13	59.97	66.67	0.15	14.14	0.43	12.41
serico372	AMA	AMA	1.15	1.15	0.78	0.3	1.054	0.93	0.76	0.162	8	1.44	0.3	0.24	1.025	1.209	0.775	1.12	1.2	0.75	109.11	67.83	66.09	0.12	14.09	0.48	10.78
serico373	AMA	AMA	1.12	1.16	0.78	0.28	1.054	0.961	0.8	0.192	10	1.395	0.304	0.272	0.961	1.2	0.775	1.12	1.225	0.75	106.26	69.64	71.43	0.09	17.14	0.5	8.3
serico374	AMA	AMA	1.085	1.116	0.78	0.28	1.054	0.93	0.75	0.182	10	1.52	0.3	0.26	1.025	1.178	0.806	1.054	1.178	0.775	102.94	71.89	69.12	0.12	16.77	0.5	11.43
serico375	AMA	AMA	1.085	1.116	0.784	0.3	1.054	0.93	0.775	0.153	10	1.449	0.36	0.24	1	1.178	0.84	1.08	1.24	0.8	102.94	72.26	71.43	0.12	14.1	0.48	11.43
serico376	AMA	AMA	1.14	1.116	0.775	0.279	1.1	0.975	0.8	0.171	9	1.5	0.279	0.271	0.992	1.209	0.8	1.085	1.209	0.8	103.64	67.98	70.18	0.13	15	0.5	10.96
serico377	AMA	AMA	1.116	1.147	0.8	0.28	NA	NA	0.744	0.171	NA	1.55	0.3	0.25	0.992	1.28	0.837	1.12	1.24	NA	NA	71.68	66.67	NA	15.32	0.52	NA
serico378	AMA	AMA	1.04	1.04	0.7	0.25	0.992	0.868	0.713	0.16	8	1.325	0.3	NA	NA	1.116	0.713	1	1.1	0.713	104.84	67.31	68.56	0.12	15.38	0.45	11.92
serico379	AMA	AMA	1	1	0.704	0.24	0.975	0.875	0.75	0.126	8	1.36	0.248	0.225	0.85	1.054	0.682	1	1.075	0.75	102.56	70.4	75	0.1	12.6	0.46	10
serico380	AMA	AMA	1.075	1.075	0.72	0.28	1.023	0.899	0.744	0.182	10	1.426	0.3	0.25	0.961	1.1	0.8	1.04	1.16	0.744	105.08	66.98	69.21	0.12	16.93	0.44	11.53
serico381	AMA	AMA	1.02	1.023	0.68	0.24	1	0.9	0.72	0.144	8	1.36	0.275	0.25	0.96	1.175	0.75	0.93	1.054	0.775	102	66.67	70.59	0.1	14.12	0.44	9.8
